"effort","total_infected, edges_closed"
0,1282
0.01,1239
0.06,1377
0.11,1382
0.16,1419
0.21,1454
0.26,1471
0.31,1506
0.36,1537
0.41,1577
0.46,1622
0.51,1630
0.56,1618
0.61,1631
0.66,1506
0.71,1346
0.76,912
0.81,479
0.86,188
0.91,24
0.96,13
