"effort","total_infected, edges_closed"
0,1242
0.01,1264
0.06,1389
0.11,1386
0.16,1434
0.21,1459
0.26,1512
0.31,1521
0.36,1538
0.41,1595
0.46,1643
0.51,1635
0.56,1595
0.61,1627
0.66,1528
0.71,1386
0.76,1136
0.81,595
0.86,105
0.91,13
0.96,12
