time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3243, 43, 0
4, 2992, 294, 0
5, 2344, 941, 1
6, 896, 2389, 1
7, 337, 2947, 2
8, 101, 3171, 14
9, 41, 3094, 151
10, 25, 2506, 755
11, 17, 1234, 2035
12, 15, 457, 2814
13, 14, 136, 3136
14, 13, 51, 3222
15, 13, 19, 3254
16, 13, 6, 3267
17, 13, 4, 3269
18, 13, 1, 3272
19, 13, 0, 3273
