time, s, i, r
0, 3285, 1, 0
1, 3282, 4, 0
2, 3282, 4, 0
3, 2980, 306, 0
4, 2438, 848, 0
5, 1392, 1893, 1
6, 400, 2885, 1
7, 164, 3118, 4
8, 58, 3059, 169
9, 27, 2731, 528
10, 19, 1638, 1629
11, 16, 632, 2638
12, 15, 207, 3064
13, 13, 61, 3212
14, 13, 32, 3241
15, 13, 9, 3264
16, 13, 5, 3268
17, 13, 3, 3270
18, 13, 0, 3273
