time, s, i, r
0, 3285, 1, 0
1, 3275, 11, 0
2, 2953, 333, 0
3, 1729, 1557, 0
4, 716, 2570, 0
5, 313, 2972, 1
6, 109, 3167, 10
7, 50, 2987, 249
8, 26, 1993, 1267
9, 20, 976, 2290
10, 15, 387, 2884
11, 15, 148, 3123
12, 13, 52, 3221
13, 13, 23, 3250
14, 13, 10, 3263
15, 13, 4, 3269
16, 13, 2, 3271
17, 13, 0, 3273
