time, s, i, r
0, 3285, 1, 0
1, 3282, 4, 0
2, 3282, 4, 0
3, 3036, 250, 0
4, 2654, 632, 0
5, 1616, 1669, 1
6, 534, 2751, 1
7, 164, 3118, 4
8, 53, 3107, 126
9, 27, 2846, 413
10, 19, 1884, 1383
11, 15, 769, 2502
12, 14, 220, 3052
13, 13, 73, 3200
14, 13, 26, 3247
15, 13, 8, 3265
16, 13, 5, 3268
17, 13, 1, 3272
18, 13, 0, 3273
