time, s, i, r
0, 3285, 1, 0
1, 3277, 9, 0
2, 2881, 405, 0
3, 2145, 1141, 0
4, 1068, 2218, 0
5, 309, 2976, 1
6, 120, 3158, 8
7, 39, 2982, 265
8, 24, 2452, 810
9, 16, 1334, 1936
10, 15, 492, 2779
11, 13, 150, 3123
12, 13, 47, 3226
13, 13, 19, 3254
14, 13, 6, 3267
15, 13, 3, 3270
16, 13, 0, 3273
