time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3274, 12, 0
3, 3274, 12, 0
4, 3207, 79, 0
5, 2715, 570, 1
6, 1781, 1503, 2
7, 802, 2480, 4
8, 228, 3046, 12
9, 101, 3119, 66
10, 43, 2859, 384
11, 23, 2179, 1084
12, 19, 1025, 2242
13, 15, 359, 2912
14, 15, 122, 3149
15, 13, 45, 3228
16, 13, 22, 3251
17, 13, 6, 3267
18, 13, 5, 3268
19, 13, 2, 3271
20, 13, 0, 3273
