time, s, i, r
0, 3285, 1, 0
1, 3181, 105, 0
2, 2416, 870, 0
3, 1031, 2255, 0
4, 461, 2825, 0
5, 166, 3119, 1
6, 60, 3196, 30
7, 30, 2726, 530
8, 21, 1369, 1896
9, 15, 606, 2665
10, 15, 212, 3059
11, 13, 74, 3199
12, 13, 27, 3246
13, 13, 13, 3260
14, 13, 5, 3268
15, 13, 2, 3271
16, 13, 0, 3273
