time, s, i, r
0, 3285, 1, 0
1, 3280, 6, 0
2, 3280, 6, 0
3, 3244, 42, 0
4, 2739, 547, 0
5, 1854, 1431, 1
6, 706, 2579, 1
7, 224, 3056, 6
8, 104, 3158, 24
9, 41, 2937, 308
10, 21, 2212, 1053
11, 18, 967, 2301
12, 15, 327, 2944
13, 14, 116, 3156
14, 13, 46, 3227
15, 13, 21, 3252
16, 13, 6, 3267
17, 13, 4, 3269
18, 13, 1, 3272
19, 13, 0, 3273
