time, s, i, r
0, 3285, 1, 0
1, 3280, 6, 0
2, 3280, 6, 0
3, 3130, 156, 0
4, 2202, 1084, 0
5, 993, 2292, 1
6, 462, 2823, 1
7, 214, 3066, 6
8, 78, 3092, 116
9, 39, 2444, 803
10, 22, 1300, 1964
11, 17, 586, 2683
12, 15, 263, 3008
13, 14, 93, 3179
14, 13, 38, 3235
15, 13, 17, 3256
16, 13, 6, 3267
17, 13, 3, 3270
18, 13, 1, 3272
19, 13, 0, 3273
