time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3279, 7, 0
4, 3279, 7, 0
5, 3261, 24, 1
6, 3116, 169, 1
7, 2442, 842, 2
8, 1441, 1839, 6
9, 573, 2706, 7
10, 201, 3061, 24
11, 83, 3058, 145
12, 41, 2653, 592
13, 23, 1759, 1504
14, 18, 780, 2488
15, 15, 294, 2977
16, 15, 95, 3176
17, 13, 39, 3234
18, 13, 21, 3252
19, 13, 5, 3268
20, 13, 5, 3268
21, 13, 2, 3271
22, 13, 0, 3273
