time, s, i, r
0, 3285, 1, 0
1, 3277, 9, 0
2, 3217, 69, 0
3, 2996, 290, 0
4, 1545, 1741, 0
5, 675, 2610, 1
6, 321, 2961, 4
7, 131, 3131, 24
8, 61, 3001, 224
9, 27, 1900, 1359
10, 21, 915, 2350
11, 16, 387, 2883
12, 15, 160, 3111
13, 13, 66, 3207
14, 13, 28, 3245
15, 13, 12, 3261
16, 13, 6, 3267
17, 13, 2, 3271
18, 13, 0, 3273
