time, s, i, r
0, 3285, 1, 0
1, 3280, 6, 0
2, 3280, 6, 0
3, 3051, 235, 0
4, 2626, 660, 0
5, 1516, 1769, 1
6, 593, 2692, 1
7, 292, 2988, 6
8, 85, 3104, 97
9, 44, 2797, 445
10, 23, 1808, 1455
11, 19, 825, 2442
12, 15, 354, 2917
13, 14, 116, 3156
14, 13, 43, 3230
15, 13, 19, 3254
16, 13, 9, 3264
17, 13, 3, 3270
18, 13, 1, 3272
19, 13, 0, 3273
