time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3087, 199, 0
3, 3009, 277, 0
4, 2042, 1244, 0
5, 798, 2487, 1
6, 387, 2897, 2
7, 129, 3100, 57
8, 56, 3018, 212
9, 27, 2256, 1003
10, 20, 1097, 2169
11, 15, 473, 2798
12, 14, 170, 3102
13, 13, 58, 3215
14, 13, 26, 3247
15, 13, 12, 3261
16, 13, 4, 3269
17, 13, 1, 3272
18, 13, 0, 3273
