time, s, i, r
0, 3285, 1, 0
1, 3278, 8, 0
2, 3016, 270, 0
3, 2355, 931, 0
4, 1236, 2050, 0
5, 495, 2790, 1
6, 203, 3077, 6
7, 74, 3088, 124
8, 35, 2626, 625
9, 21, 1543, 1722
10, 17, 667, 2602
11, 15, 260, 3011
12, 14, 88, 3184
13, 13, 32, 3241
14, 13, 17, 3256
15, 13, 6, 3267
16, 13, 3, 3270
17, 13, 1, 3272
18, 13, 0, 3273
