time, s, i, r
0, 3285, 1, 0
1, 3282, 4, 0
2, 3282, 4, 0
3, 3054, 232, 0
4, 2441, 845, 0
5, 1488, 1797, 1
6, 439, 2846, 1
7, 174, 3108, 4
8, 59, 3096, 131
9, 28, 2765, 493
10, 19, 1767, 1500
11, 16, 679, 2591
12, 15, 223, 3048
13, 13, 64, 3209
14, 13, 33, 3240
15, 13, 9, 3264
16, 13, 5, 3268
17, 13, 3, 3270
18, 13, 0, 3273
