time, s, i, r
0, 3285, 1, 0
1, 3218, 68, 0
2, 3088, 198, 0
3, 2834, 452, 0
4, 1694, 1592, 0
5, 691, 2594, 1
6, 336, 2904, 46
7, 106, 3040, 140
8, 58, 2933, 295
9, 30, 1970, 1286
10, 18, 972, 2296
11, 15, 407, 2864
12, 15, 141, 3130
13, 13, 58, 3215
14, 13, 26, 3247
15, 13, 11, 3262
16, 13, 5, 3268
17, 13, 2, 3271
18, 13, 0, 3273
