time, s, i, r
0, 3285, 1, 0
1, 3280, 6, 0
2, 3182, 104, 0
3, 2982, 304, 0
4, 2071, 1215, 0
5, 914, 2371, 1
6, 302, 2982, 2
7, 92, 3178, 16
8, 34, 3034, 218
9, 22, 2295, 969
10, 18, 1182, 2086
11, 15, 409, 2862
12, 13, 124, 3149
13, 13, 42, 3231
14, 13, 14, 3259
15, 13, 7, 3266
16, 13, 4, 3269
17, 13, 0, 3273
