time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3283, 3, 0
4, 3255, 31, 0
5, 3253, 32, 1
6, 3001, 284, 1
7, 1846, 1438, 2
8, 967, 2316, 3
9, 275, 3003, 8
10, 114, 3139, 33
11, 45, 3036, 205
12, 23, 2210, 1053
13, 19, 1190, 2077
14, 15, 434, 2837
15, 15, 149, 3122
16, 13, 48, 3225
17, 13, 23, 3250
18, 13, 6, 3267
19, 13, 5, 3268
20, 13, 2, 3271
21, 13, 0, 3273
