time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3059, 227, 0
4, 2665, 621, 0
5, 1618, 1667, 1
6, 452, 2833, 1
7, 178, 3106, 2
8, 62, 3121, 103
9, 28, 2867, 391
10, 21, 1878, 1387
11, 16, 693, 2577
12, 15, 227, 3044
13, 13, 69, 3204
14, 13, 35, 3238
15, 13, 10, 3263
16, 13, 6, 3267
17, 13, 3, 3270
18, 13, 0, 3273
