time, s, i, r
0, 3285, 1, 0
1, 3280, 6, 0
2, 3013, 273, 0
3, 2351, 935, 0
4, 1343, 1943, 0
5, 380, 2905, 1
6, 145, 3137, 4
7, 57, 3070, 159
8, 27, 2701, 558
9, 19, 1575, 1692
10, 16, 598, 2672
11, 15, 189, 3082
12, 13, 59, 3214
13, 13, 31, 3242
14, 13, 9, 3264
15, 13, 5, 3268
16, 13, 3, 3270
17, 13, 0, 3273
