time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3283, 3, 0
3, 3279, 7, 0
4, 3279, 7, 0
5, 3207, 78, 1
6, 2779, 506, 1
7, 1928, 1355, 3
8, 839, 2442, 5
9, 324, 2955, 7
10, 107, 3122, 57
11, 36, 2948, 302
12, 24, 2227, 1035
13, 18, 1137, 2131
14, 15, 415, 2856
15, 13, 133, 3140
16, 13, 50, 3223
17, 13, 18, 3255
18, 13, 7, 3266
19, 13, 4, 3269
20, 13, 0, 3273
