time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3039, 247, 0
3, 1577, 1709, 0
4, 678, 2608, 0
5, 285, 3000, 1
6, 104, 3180, 2
7, 45, 3042, 199
8, 25, 1925, 1336
9, 18, 907, 2361
10, 15, 354, 2917
11, 15, 133, 3138
12, 13, 47, 3226
13, 13, 21, 3252
14, 13, 8, 3265
15, 13, 4, 3269
16, 13, 2, 3271
17, 13, 0, 3273
