time, s, i, r
0, 3285, 1, 0
1, 3279, 7, 0
2, 3279, 7, 0
3, 3010, 276, 0
4, 2030, 1256, 0
5, 1068, 2217, 1
6, 442, 2843, 1
7, 175, 3104, 7
8, 64, 3027, 195
9, 33, 2388, 865
10, 22, 1320, 1944
11, 15, 602, 2669
12, 15, 220, 3051
13, 13, 79, 3194
14, 13, 31, 3242
15, 13, 15, 3258
16, 13, 5, 3268
17, 13, 2, 3271
18, 13, 0, 3273
