time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3195, 91, 0
4, 2051, 1235, 0
5, 858, 2427, 1
6, 407, 2878, 1
7, 181, 3103, 2
8, 64, 3141, 81
9, 33, 2369, 884
10, 21, 1160, 2105
11, 15, 507, 2764
12, 15, 216, 3055
13, 13, 74, 3199
14, 13, 33, 3240
15, 13, 12, 3261
16, 13, 5, 3268
17, 13, 2, 3271
18, 13, 0, 3273
