time, s, i, r
0, 3285, 1, 0
1, 3282, 4, 0
2, 3282, 4, 0
3, 3218, 68, 0
4, 3206, 80, 0
5, 2486, 799, 1
6, 998, 2287, 1
7, 511, 2771, 4
8, 227, 3044, 15
9, 82, 3136, 68
10, 40, 2622, 624
11, 23, 1348, 1915
12, 17, 629, 2640
13, 15, 278, 2993
14, 14, 99, 3173
15, 13, 41, 3232
16, 13, 17, 3256
17, 13, 7, 3266
18, 13, 3, 3270
19, 13, 1, 3272
20, 13, 0, 3273
