time, s, i, r
0, 3285, 1, 0
1, 3206, 80, 0
2, 2950, 336, 0
3, 2389, 897, 0
4, 1138, 2148, 0
5, 546, 2739, 1
6, 190, 3087, 9
7, 75, 3061, 150
8, 33, 2514, 739
9, 22, 1451, 1813
10, 17, 667, 2602
11, 15, 254, 3017
12, 14, 93, 3179
13, 13, 32, 3241
14, 13, 15, 3258
15, 13, 6, 3267
16, 13, 3, 3270
17, 13, 1, 3272
18, 13, 0, 3273
