time, s, i, r
0, 3285, 1, 0
1, 3281, 5, 0
2, 3219, 67, 0
3, 2764, 522, 0
4, 1462, 1824, 0
5, 563, 2722, 1
6, 224, 3060, 2
7, 85, 3181, 20
8, 36, 2959, 291
9, 23, 1781, 1482
10, 17, 772, 2497
11, 15, 289, 2982
12, 13, 105, 3168
13, 13, 35, 3238
14, 13, 19, 3254
15, 13, 7, 3266
16, 13, 3, 3270
17, 13, 0, 3273
