time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3276, 10, 0
3, 2989, 297, 0
4, 1933, 1353, 0
5, 1027, 2258, 1
6, 417, 2867, 2
7, 164, 3112, 10
8, 62, 3017, 207
9, 32, 2315, 939
10, 19, 1264, 2003
11, 15, 560, 2711
12, 15, 206, 3065
13, 13, 74, 3199
14, 13, 28, 3245
15, 13, 13, 3260
16, 13, 5, 3268
17, 13, 2, 3271
18, 13, 0, 3273
