time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3283, 3, 0
3, 3217, 69, 0
4, 2715, 571, 0
5, 2216, 1069, 1
6, 983, 2302, 1
7, 292, 2991, 3
8, 103, 3124, 59
9, 36, 2917, 333
10, 23, 2488, 775
11, 16, 1277, 1993
12, 15, 440, 2831
13, 13, 126, 3147
14, 13, 43, 3230
15, 13, 16, 3257
16, 13, 6, 3267
17, 13, 3, 3270
18, 13, 0, 3273
