time, s, i, r
0, 3285, 1, 0
1, 3280, 6, 0
2, 3021, 265, 0
3, 2325, 961, 0
4, 1212, 2074, 0
5, 494, 2791, 1
6, 198, 3083, 5
7, 75, 3107, 104
8, 35, 2568, 683
9, 21, 1518, 1747
10, 17, 659, 2610
11, 15, 256, 3015
12, 14, 89, 3183
13, 13, 32, 3241
14, 13, 17, 3256
15, 13, 6, 3267
16, 13, 3, 3270
17, 13, 1, 3272
18, 13, 0, 3273
