time, s, i, r
0, 3285, 1, 0
1, 3279, 7, 0
2, 3173, 113, 0
3, 2738, 548, 0
4, 1594, 1692, 0
5, 636, 2649, 1
6, 333, 2949, 4
7, 111, 3123, 52
8, 60, 2839, 387
9, 31, 1885, 1370
10, 21, 896, 2369
11, 15, 386, 2885
12, 15, 148, 3123
13, 13, 61, 3212
14, 13, 28, 3245
15, 13, 14, 3259
16, 13, 5, 3268
17, 13, 2, 3271
18, 13, 0, 3273
