time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3282, 4, 0
3, 3282, 4, 0
4, 3280, 6, 0
5, 3271, 14, 1
6, 3213, 71, 2
7, 2533, 751, 2
8, 1174, 2108, 4
9, 539, 2742, 5
10, 263, 3016, 7
11, 100, 3138, 48
12, 47, 2720, 519
13, 23, 1528, 1735
14, 19, 708, 2559
15, 15, 317, 2954
16, 15, 118, 3153
17, 13, 49, 3224
18, 13, 22, 3251
19, 13, 7, 3266
20, 13, 5, 3268
21, 13, 2, 3271
22, 13, 0, 3273
