time, s, i, r
0, 3285, 1, 0
1, 3230, 56, 0
2, 2734, 552, 0
3, 1396, 1890, 0
4, 585, 2701, 0
5, 272, 3013, 1
6, 86, 3170, 30
7, 38, 2936, 312
8, 24, 1700, 1562
9, 16, 797, 2473
10, 15, 321, 2950
11, 13, 112, 3161
12, 13, 39, 3234
13, 13, 16, 3257
14, 13, 7, 3266
15, 13, 3, 3270
16, 13, 0, 3273
