time, s, i, r
0, 3285, 1, 0
1, 3278, 8, 0
2, 3278, 8, 0
3, 3027, 259, 0
4, 2320, 966, 0
5, 1239, 2046, 1
6, 495, 2790, 1
7, 203, 3075, 8
8, 74, 3092, 120
9, 35, 2622, 629
10, 21, 1540, 1725
11, 17, 669, 2600
12, 15, 260, 3011
13, 14, 88, 3184
14, 13, 32, 3241
15, 13, 17, 3256
16, 13, 6, 3267
17, 13, 3, 3270
18, 13, 1, 3272
19, 13, 0, 3273
