time, s, i, r
0, 3285, 1, 0
1, 3277, 9, 0
2, 3277, 9, 0
3, 3019, 267, 0
4, 2598, 688, 0
5, 1359, 1926, 1
6, 637, 2648, 1
7, 300, 2977, 9
8, 101, 3071, 114
9, 44, 2692, 550
10, 26, 1645, 1615
11, 20, 819, 2447
12, 15, 351, 2920
13, 15, 134, 3137
14, 13, 48, 3225
15, 13, 20, 3253
16, 13, 10, 3263
17, 13, 4, 3269
18, 13, 2, 3271
19, 13, 0, 3273
