time, s, i, r
0, 3285, 1, 0
1, 3273, 13, 0
2, 2946, 340, 0
3, 2408, 878, 0
4, 1111, 2175, 0
5, 368, 2917, 1
6, 134, 3143, 9
7, 42, 3091, 153
8, 25, 2660, 601
9, 18, 1445, 1823
10, 15, 521, 2750
11, 13, 164, 3109
12, 13, 54, 3219
13, 13, 22, 3251
14, 13, 7, 3266
15, 13, 4, 3269
16, 13, 0, 3273
