time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3244, 42, 0
4, 3134, 152, 0
5, 2516, 769, 1
6, 1400, 1885, 1
7, 507, 2777, 2
8, 183, 3063, 40
9, 76, 3106, 104
10, 34, 2725, 527
11, 21, 1711, 1554
12, 16, 728, 2542
13, 15, 240, 3031
14, 13, 85, 3188
15, 13, 36, 3237
16, 13, 17, 3256
17, 13, 5, 3268
18, 13, 3, 3270
19, 13, 0, 3273
